desc_id;episode;split;desc;wymaga_osoby;wymaga_obiektu;wymaga_scenerii;wymaga_ruchu;wymaga_mimiki;complexity;identities
2030023;s02e03;dev;Kevin in suit puts whole jar of candies in his mouth.;1;1;0;1;0;P;Kevin
2030024;s02e03;dev;Michael turns around and open wide his mouth at Dwight to scare him.;1;0;0;1;1;Z;Michael,Dwight
2030025;s02e03;dev;Man walks of the elevator where people are standing and cheering.;0;0;1;1;0;Z;
2030026;s02e03;dev;Pam opens a grey box for Jim, who has a gold medal around his neck.;1;1;0;1;0;Z;Pam,Jim
2030027;s02e03;dev;Angela writes on the pink small paper near the flower in pink and purple pot.;1;1;0;1;0;P;Angela
2030028;s02e03;dev;Toby and Oscar race around the office with coffee mugs in their hands.;1;1;1;1;0;Z;Toby,Oscar
2030030;s02e03;dev;Sad Michael behind a venetian blind moves keys in his hand.;1;1;0;1;1;P;Michael
2030031;s02e03;dev;Ryan with a stack of papers in his hand throws a medal into the wastebasket.;1;1;0;1;0;P;Ryan
2030032;s02e03;dev;Michael stands on the boxes and Jim hangs a self-made medal around his neck.;1;1;0;1;0;Z;Michael,Jim
2030033;s02e03;dev;Dwight stands next to Michael and Jim hangs a self-made medal around his neck.;1;1;0;1;0;Z;Dwight,Michael,Jim
2030034;s02e03;dev;White paper birds move behind three men standing next to each other.;0;1;0;1;0;Z;
2030035;s02e03;dev;Michael gets emotional and cries with a white paper bird in the background.;1;1;0;1;1;P;Michael
3150001;s03e15;dev;Michael positions himself next to the bridesmaids in blue dresses and the bride for a photo.;1;0;0;1;0;Z;Michael
3150002;s03e15;dev;Pam, wearing a striped purple shirt, shows two white invitation cards against a wall.;1;1;0;1;0;P;Pam
3150003;s03e15;dev;Pam in pink coat drives a blue car.;1;1;0;1;0;P;Pam
3150004;s03e15;dev;Michael fixes the hair of the bride sitting in front of the mirror.;1;1;0;1;0;Z;Michael
3150005;s03e15;dev;Michael pushing the man in wheelchair through church aisle.;1;1;1;1;0;Z;Michael
3150006;s03e15;dev;A man gets up from a wheelchair to walk the bride down the aisle.;0;1;1;1;0;Z;
3150007;s03e15;dev;Michael pushes and then drags the wheelchair through the church aisle.;1;1;1;1;0;Z;Michael
3150008;s03e15;dev;Michael slowly walks up the stairs to stand next to the groomsmen.;1;0;1;1;0;Z;Michael
3150009;s03e15;dev;Creed changes the card on the present and quickly walks away.;1;1;0;1;0;Z;Creed
3150010;s03e15;dev;The whole crowd in the church claps happily for the newlyweds.;0;0;1;1;0;Z;
3150011;s03e15;dev;An old man in a brown jacket, standing by the buffet, puts food in his pocket.;0;1;0;1;0;P;
3150012;s03e15;dev;Dwight takes the old man under his arm and out of this place.;1;0;0;1;0;Z;Dwight
3150013;s03e15;dev;Michael smells and stirs the champagne glass in his hand.;1;1;0;1;0;Z;Michael
3150014;s03e15;dev;Kevin in the hat moves the drumsticks so the band starts to play.;1;1;0;1;0;Z;Kevin
3150016;s03e15;dev;Kevin with the hat reads something from a paper through the microphone.;1;1;0;0;0;P;Kevin
3150018;s03e15;dev;A man crosses the crosswalk after the traffic light changes.;0;1;1;1;0;Z;
3150019;s03e15;dev;The groom turns around in shock and takes the microphone from Michael while he is speaking.;1;1;0;1;1;Z;Michael
3150020;s03e15;dev;Michael and a men are fighting over microphone at the wedding.;1;1;1;1;0;Z;Michael
3150021;s03e15;dev;A man puts two white napkins on the bar.;0;1;1;1;0;P;
3150022;s03e15;dev;Dwight in a bow tie turns around and smiles, raising his eyebrows.;1;0;0;1;1;Z;Dwight
3150023;s03e15;dev;Dwight dances closely with Angela outside, in front of a glass window.;1;0;1;1;0;Z;Dwight,Angela
3150024;s03e15;dev;Michael sitting alone at night surrounded with trees, an ivy wall with lights.;1;0;1;0;0;P;Michael
3150025;s03e15;dev;Jim raises the phone in his hand and waves it at the party.;1;1;1;1;0;Z;Jim
3150026;s03e15;dev;The bride throws a bouquet of flowers behind her.;0;1;0;1;0;P;
3150027;s03e15;dev;A woman in a black dress catches the bouquet of flowers at the wedding.;0;1;1;1;0;P;
3150028;s03e15;dev;Toby in brown suit looks happy and move his hand to celebrate.;1;0;0;1;1;P;Toby
3150029;s03e15;dev;The bride gives Michael a kiss in cheek.;1;0;0;1;0;Z;Michael
3150030;s03e15;dev;A shot of cans attached to the car as it drives away.;0;1;0;1;0;P;
3150031;s03e15;dev;Two people smearing cake on each other's faces.;0;1;0;1;0;Z;
3150032;s03e15;dev;Michael takes a napkin from the table and runs to the couple with cake smeared on their faces.;1;1;0;1;0;Z;Michael
3150033;s03e15;dev;Michael smears cake on his own face and laughs.;1;1;0;1;1;P;Michael
3150034;s03e15;dev;A shot of people walking together with presents in hands.;0;1;0;1;0;Z;
3150035;s03e15;dev;People get up in the church when the doors open.;0;0;1;1;0;Z;
3150036;s03e15;dev;A wide shot of the dance floor at the wedding venue.;0;0;1;0;0;P;
3150037;s03e15;dev;Group of people dancing in front of the band playing at the wedding.;0;0;1;1;0;Z;
3150038;s03e15;dev;Pam waves her hand from behind the steering wheel of a car.;1;1;1;1;0;P;Pam
5100001;s05e10;dev;A shot of office desk wrapped in Christmas paper.;0;1;1;0;0;P;
5100002;s05e10;dev;Dwight falls as he tries to sit at his desk wrapped in Christmas paper.;1;1;0;1;0;Z;Dwight
5100003;s05e10;dev;Phyllis hides a few animal and Christian figures from the desk in the drawer.;1;1;0;1;0;P;Phyllis
5100004;s05e10;dev;Dwight brings a lot of purple boxes with dolls and put them on the desk.;1;1;0;1;0;Z;Dwight
5100005;s05e10;dev;Michael raises his index finger to his forehead, wearing a Christmas tie.;1;0;0;1;0;P;Michael
5100006;s05e10;dev;People take off their shoes in one place.;0;1;0;1;0;Z;
5100007;s05e10;dev;Meredith drinks from a gold disposable cup in one go.;1;1;0;1;0;P;Meredith
5100008;s05e10;dev;"Michael points both index fingers forward in a ""finger guns"" gesture, smiling widely.";1;0;0;1;1;P;Michael
5100009;s05e10;dev;Jim rubs a gold and black genie lamp.;1;1;0;1;0;P;Jim
5100010;s05e10;dev;Andy sits on the ground and plays a sitar.;1;1;0;1;0;P;Andy
5100011;s05e10;dev;Creed is smoking a hookah on the ground.;1;1;0;1;0;P;Creed
5100012;s05e10;dev;Kevin plays a small drum with his hands.;1;1;0;1;0;P;Kevin
5100013;s05e10;dev;A woman dances wildly with her belly exposed.;0;0;0;1;0;P;
5100014;s05e10;dev;A shot of Dwight surrounded by many princess unicorn dolls.;1;1;0;0;0;P;Dwight
5100015;s05e10;dev;A woman with her hair on fire dances.;0;0;0;1;0;P;
5100016;s05e10;dev;Dwight runs up with a fire extinguisher and puts out Meredith's burning hair.;1;1;0;1;0;Z;Dwight,Meredith
5100017;s05e10;dev;Dwight counts from a fist to five fingers.;1;0;0;1;0;P;Dwight
5100018;s05e10;dev;A man in a brown jacket stands by a coat rack, raising his index finger to his forehead.;0;0;0;1;0;P;
5100019;s05e10;dev;Phyllis shows a shot glass with a company name on it.;1;1;0;1;0;P;Phyllis
5100020;s05e10;dev;Angela in kitchen puts on a black hairnet.;1;1;1;1;0;P;Angela
5100021;s05e10;dev;Angela quickly spits food into a red napkin.;1;1;0;1;0;P;Angela
5100022;s05e10;dev;Andy sits on the desk and plays a sitar.;1;1;0;1;0;P;Andy
5100023;s05e10;dev;Michael puts the red jacket on unhappy Meredith.;1;1;0;1;1;Z;Michael,Meredith
5100024;s05e10;dev;Michael throws a black pen at Toby's face.;1;1;0;1;0;Z;Michael,Toby
5100025;s05e10;dev;Toby is smiling and crying while hugging another man.;1;0;0;0;1;Z;Toby
5100026;s05e10;dev;Michael is dragging Meredith out of the car.;1;1;0;1;0;Z;Michael,Meredith
5100027;s05e10;dev;Michael is chasing Meredith in the parking lot.;1;0;1;1;0;Z;Michael,Meredith
5100028;s05e10;dev;Meredith is being dragged along the ground by Michael.;1;0;0;1;0;Z;Meredith,Michael
5100029;s05e10;dev;A policeman stands in the doorway to make sure the couple has left.;0;0;1;0;0;Z;
5100030;s05e10;dev;Angela in a red plaid jacket turns around and looks shocked.;1;0;0;1;1;P;Angela
5100032;s05e10;dev;Michael and Meredith exit the building through the automatic doors.;1;0;1;1;0;Z;Michael,Meredith
5100033;s05e10;dev;A red car reverses and hits a dumpster.;0;1;0;1;0;Z;
5100035;s05e10;dev;A shot of pillows on the floor in the office.;0;1;1;0;0;P;
5100036;s05e10;dev;Angela is seen through the blinds dragging a Christmas tree.;1;1;0;1;0;P;Angela
5100037;s05e10;dev;Angela holding a gold tray with colorful shot glasses and a silver teapot on it walks up to Andy.;1;1;0;1;0;Z;Angela,Andy
5100038;s05e10;dev;Stanley looks threateningly at Andy, signaling him to stop playing the instrument.;1;1;0;1;1;Z;Stanley,Andy
5100039;s05e10;dev;People raise their hands while sitting on the floor.;0;0;0;1;0;Z;
7060001;s07e06;dev;Kevin in a pink sweater with a colorful necklace around his neck and glasses.;1;1;0;0;0;P;Kevin
7060002;s07e06;dev;Andy with a bare chest wearing only a tie around his neck.;1;1;0;0;0;P;Andy
7060003;s07e06;dev;Jim places a cardboard box resembling that screen over the computer monitor.;1;1;0;1;0;P;Jim
7060004;s07e06;dev;Stanley in brown suit passes by Michael, who has fake teeth sticking out of his mouth.;1;1;0;1;0;Z;Stanley,Michael
7060005;s07e06;dev;Stanley enters the room and sits down facing a different direction than everyone else.;1;0;0;1;0;Z;Stanley
7060006;s07e06;dev;Stanley grabs his briefcase and coat and walks past Pam with a drawn-on mustache.;1;1;0;1;0;Z;Stanley,Pam
7060007;s07e06;dev;Dwight standing behind white and brown pony in the office.;1;1;1;0;0;P;Dwight
7060008;s07e06;dev;Michael holding a puppet, with fake teeth sticking out of his mouth.;1;1;0;0;0;P;Michael
7060009;s07e06;dev;Kevin and Oscar enter the room, one wearing a cap and glasses, the other wearing an afro wig and a gold chain.;1;1;0;1;0;Z;Kevin,Oscar
7060010;s07e06;dev;A person wears a bloody mask while talking on a phone.;0;1;0;0;0;P;
7060011;s07e06;dev;Michael, wearing a blonde wig and sunglasses, pretends that a fake cardboard bomb on his desk explodes.;1;1;0;1;0;P;Michael
7060012;s07e06;dev;Dwight in white gloves grabs Jim sitting at the computer by the neck from behind.;1;0;0;1;0;Z;Dwight,Jim
7060013;s07e06;dev;Jim in a black tie puts a pipe into his mouth.;1;1;0;1;0;P;Jim
7060014;s07e06;dev;Jim in a white shirt with black holes on it puts something into an inflatable orange pumpkin.;1;1;0;1;0;P;Jim
7060015;s07e06;dev;"Jim wearing a nametag that says ""Dave"" points at it with his finger.";1;1;0;1;0;P;Jim
7060016;s07e06;dev;A person with a blonde wig and a lightning bolt painted on their face points at it with their finger.;0;1;0;1;0;P;
7060017;s07e06;dev;A man pouring himself water from the water dispenser gets slapped on the butt by Kevin.;1;1;0;1;0;Z;Kevin
7060018;s07e06;dev;Dwight in a coat and hat takes down the magnets off the fridge.;1;1;0;1;0;P;Dwight
7060019;s07e06;dev;Creed dressed as a mummy walks slowly out of the smoke.;1;0;0;1;0;P;Creed
7060020;s07e06;dev;Stanley dressed as a samurai, wearing a helmet and robe, holds up and swing a sword with an intense expression.;1;1;0;1;1;Z;Stanley
7060021;s07e06;dev;A person with a blonde wig and a lightning bolt painted on their face, dances through the office.;0;0;1;1;0;P;
7060022;s07e06;dev;Kelly in a colorful dress and a green wig moves like a doll.;1;0;0;1;0;P;Kelly
7060023;s07e06;dev;Angela in a white doctor's suit walks awkwardly and spins around.;1;0;0;1;0;Z;Angela
7060024;s07e06;dev;Orange and yellow candies are falling onto the Ouija board.;0;1;0;1;0;P;
7060025;s07e06;dev;People pull Erin up, her head in a silver bucket with water and apples.;1;1;0;1;0;Z;Erin
7060026;s07e06;dev;Jim, dressed in a sailor's outfit with a pipe in his mouth, carrying a child in his arms, walks in.;1;1;0;1;0;Z;Jim
7060027;s07e06;dev;Pam dressed in a red dress with a white collar looks in happy shock.;1;0;0;0;1;P;Pam
7060028;s07e06;dev;Pam dressed in a red dress with a white collar looks happy and claps her hands.;1;0;0;1;1;P;Pam
7060031;s07e06;dev;Michael pats his belly with a flat palm.;1;0;0;1;0;P;Michael
7060033;s07e06;dev;"Ryan in a cap and a green hoodie raises his hand in a ""stop"" gesture.";1;0;0;1;0;P;Ryan
7060034;s07e06;dev;Dwight stretches a white rope and squeezes it between his hands near Michael's ear.;1;1;0;1;0;Z;Dwight,Michael
7060035;s07e06;dev;Kevin in hat, glasses and black hoodie is crying while talking.;1;0;0;0;1;P;Kevin
7060036;s07e06;dev;Phyllis walks away from the conversation looking confused at the Halloween party.;1;0;1;1;1;Z;Phyllis
7060038;s07e06;dev;A man is ambushed by Jim and Pam when he comes out of the bathroom.;1;0;1;1;0;Z;Jim,Pam
7060039;s07e06;dev;Pam dressed in a red dress with a white collar and a dark wig sticks out her tongue.;1;0;0;1;1;P;Pam
7060040;s07e06;dev;A shot of a white ghost, its arm in chains, hanging from the ceiling.;0;1;0;0;0;P;
8120001;s08e12;dev;Dwight stands up from the armchair and finds he was sitting on a meatball.;1;1;0;1;0;Z;Dwight
8120002;s08e12;dev;Stanley, sitting at the desk, laughs and gives a thumbs up.;1;0;0;1;1;P;Stanley
8120003;s08e12;dev;A shot of office desk built out of Lego bricks.;0;1;1;0;0;P;
8120005;s08e12;dev;Dwight opens his desk drawer and finds meatballs.;1;1;0;1;0;Z;Dwight
8120006;s08e12;dev;A dog with glasses sits at office desk.;0;1;1;0;0;P;
8120007;s08e12;dev;Dwight raises up a stapler inside a large meatball.;1;1;0;1;0;P;Dwight
8120009;s08e12;dev;Stanley and Dwight sit smiling in a car with bags of meatballs.;1;1;1;0;1;Z;Stanley,Dwight
8120010;s08e12;dev;A shot of Stanley and Dwight eating meatballs while holding bags.;1;1;0;1;0;Z;Stanley,Dwight
8120011;s08e12;dev;Andy holding a silver ring and waving both his hands emotionally.;1;1;0;1;0;P;Andy
8120012;s08e12;dev;Kevin next to a printer points at himself with happy pride.;1;0;0;1;1;P;Kevin
8120013;s08e12;dev;A group of people on their knees putting hands in the pool.;0;0;1;1;0;Z;
8120014;s08e12;dev;Jim in grey sweater taking selfie using his phone.;1;1;0;1;0;P;Jim
8120015;s08e12;dev;Two people clinking red cups together at the party.;0;1;1;1;0;Z;
8120016;s08e12;dev;Dwight lying on a lounge chair by the pool waves Erin away.;1;0;1;1;0;Z;Dwight,Erin
8120017;s08e12;dev;Dwight lying on a lounge chair kicks Erin into the pool.;1;0;1;1;0;Z;Dwight,Erin
8120018;s08e12;dev;Andy in red shorts is looking for something in the jacket and under the lounge chair.;1;1;0;1;0;P;Andy
8120019;s08e12;dev;A man is taking wine out of a wine cabinet.;0;1;0;1;0;P;
8120021;s08e12;dev;Jim in a grey sweater makes a circle with his finger in the air while holding wine in his other hand.;1;1;0;1;0;P;Jim
8120022;s08e12;dev;Dwight puts Erin's head under the water in the pool.;1;0;1;1;0;Z;Dwight,Erin
8120023;s08e12;dev;Dwight splashes water on Erin in the pool.;1;0;1;1;0;Z;Dwight,Erin
8120024;s08e12;dev;Dwight picks Erin up in his arms in the pool and spins around with her.;1;0;1;1;0;Z;Dwight,Erin
8120027;s08e12;dev;Dwight and Erin feed each other, half naked.;1;0;0;1;0;Z;Dwight,Erin
8120028;s08e12;dev;Erin with wet hair makes a fierce face, baring her teeth.;1;0;0;0;1;P;Erin
8120029;s08e12;dev;Kevin runs fast, undressing down to his shorts.;1;0;0;1;0;Z;Kevin
8120030;s08e12;dev;A woman plays chicken fight in the pool, sitting on the shoulders of two men.;0;0;1;1;0;Z;
8120031;s08e12;dev;Dwight throws Erin in the green swimsuit off his shoulders in the pool.;1;0;1;1;0;Z;Dwight,Erin
8120032;s08e12;dev;Two brown bear rugs, their mouths open and sharp teeth showing.;0;1;0;0;0;P;
8120033;s08e12;dev;A shot of a room with a large sofa, a fireplace, and dimmed lights.;0;1;1;0;0;P;
8120034;s08e12;dev;Kevin dives underwater and lifts his legs above the surface.;1;0;1;1;0;Z;Kevin
8120036;s08e12;dev;Dwight with Erin on his shoulders falls into the water but immediately resurfaces.;1;0;1;1;0;Z;Dwight,Erin
8120038;s08e12;dev;Erin with wet hair raises her fist triumphantly, shouting with her mouth wide open.;1;0;0;1;1;P;Erin
8120039;s08e12;dev;Dwight loses consciousness in the pool and starts drowning.;1;0;1;1;0;Z;Dwight
8120040;s08e12;dev;Dwight lying on the ground spits water out of his mouth.;1;0;0;1;0;P;Dwight
8120041;s08e12;dev;Dwight is crawling into the pool while Erin is trying to stop him.;1;0;1;1;0;Z;Dwight,Erin
8120042;s08e12;dev;The women set fire to a floating paper boat with a ring on it in the pool.;0;1;1;1;0;Z;
8120043;s08e12;dev;People hit each other with pool noodles in the water.;0;1;1;1;0;Z;
8120044;s08e12;dev;Darryl does a cannonball style into the water.;1;0;1;1;0;P;Darryl
8120046;s08e12;dev;Dwight spins Erin's arm, in the green swimsuit, like a windmill.;1;0;0;1;0;Z;Dwight,Erin
8120047;s08e12;dev;Creed wearing only underwear and a crown lies by the pool, playing a guitar.;1;1;1;1;0;P;Creed
8120048;s08e12;dev;Oscar with wine splashed on his face shouts and waves his arms with joy.;1;0;0;1;1;Z;Oscar
9100001;s09e10;dev;Jim punches the kitchen table with a container of carrots on it.;1;1;1;1;0;P;Jim
9100003;s09e10;dev;Pam, partially hidden in a brown coat, a pink scarf and hat, enters the office and takes off her hat.;1;1;1;1;0;Z;Pam
9100004;s09e10;dev;Pam drags two trash bins down the driveway in front of a house.;1;1;1;1;0;P;Pam
9100005;s09e10;dev;A shot of an office with concrete walls, brick surrounds around the windows, and large windows.;0;0;1;0;0;P;
9100007;s09e10;dev;Darryl and a woman talk closely in a parking lot, seen through window blinds.;1;0;1;0;0;Z;Darryl
9100008;s09e10;dev;A person with dreadlocks tightly hugs Darryl, gritting his teeth with a wide smile.;1;0;0;1;1;Z;Darryl
9100009;s09e10;dev;Meredith scratches her head intensely at her desk.;1;0;0;1;0;P;Meredith
9100011;s09e10;dev;Erin shines a flashlight into Meredith's hair as she leans over the reception desk.;1;1;0;1;0;Z;Erin,Meredith
9100012;s09e10;dev;Dwight walks through the door with a threatening expression and throws the cup he's holding in his hand.;1;1;0;1;1;Z;Dwight
9100014;s09e10;dev;Dwight sprays a can of aerosol at people leaving the office.;1;1;1;1;0;Z;Dwight
9100015;s09e10;dev;Angela with a headband shows a tense expression of disgust.;1;0;0;0;1;P;Angela
9100016;s09e10;dev;Dwight walks into the office wearing a full yellow hazmat suit with a bag over his shoulder.;1;1;1;1;0;P;Dwight
9100017;s09e10;dev;Erin in a pink sweater climbs onto a man's back and pushes him onto the desk.;1;0;0;1;0;Z;Erin
9100018;s09e10;dev;Jim drinks from a champagne glass in the back seat of a car.;1;1;1;1;0;P;Jim
9100019;s09e10;dev;Jim takes something from the car and hides it in the inside pocket of his jacket.;1;0;0;1;0;Z;Jim
9100020;s09e10;dev;Meredith shaves her head with electric clippers in the office kitchen.;1;1;1;1;0;P;Meredith
9100021;s09e10;dev;A bald Meredith stands in the doorway, screaming and waving her arms.;1;0;1;1;0;P;Meredith
9100022;s09e10;dev;Jim in a tie answers his phone while a coach waits with a basketball.;1;1;0;1;0;Z;Jim
9100023;s09e10;dev;Jim talking on the phone reaches for a smoothie from a tray at a basketball court.;1;1;1;1;0;P;Jim
9100024;s09e10;dev;Pam pulls groceries from the trunk while talking on the phone, and some items fall and spill on the ground.;1;1;0;1;0;Z;Pam
9100025;s09e10;dev;Dwight in a hazmat suit stands before seated coworkers as people hand out jars of mayonnaise.;1;1;0;1;0;Z;Dwight
9100026;s09e10;dev;Dwight plays with a pair of scissors and cuts through his hazmat suit.;1;1;0;1;0;Z;Dwight
9100027;s09e10;dev;Angela scoops mayonnaise from a jar and puts it on a man's head.;1;1;0;1;0;Z;Angela
9100028;s09e10;dev;A bald Meredith rubs mayonnaise into a seated man's hair with a disgusted expression.;1;1;0;1;1;Z;Meredith
9100030;s09e10;dev;Pam sticks out her tongue and frowns in disgust while rubbing the man's head.;1;0;0;1;1;Z;Pam
9100031;s09e10;dev;A man and Erin with a white substance covering their hair pretend to be gorillas in the office.;1;0;1;1;0;Z;Erin
9100032;s09e10;dev;A man rubs a white substance into Erin's hair while she spins around.;1;0;0;1;0;Z;Erin
9100033;s09e10;dev;A bald Meredith grits her teeth in a fierce, angry expression.;1;0;0;0;1;P;Meredith
9100034;s09e10;dev;Dwight pulls the pin from a can of insect fogger while speaking into a walkie-talkie.;1;1;0;1;0;Z;Dwight
9100035;s09e10;dev;Dwight drops the can, and it explodes, filling the room with a white cloud.;1;1;0;1;0;Z;Dwight
9100036;s09e10;dev;Dwight, half out of his hazmat suit, falls to the floor.;1;1;0;1;0;P;Dwight
9100037;s09e10;dev;Angela pours water from a pitcher over Oscar's face at the kitchen sink.;1;1;1;1;0;Z;Angela,Oscar
9100038;s09e10;dev;Dwight gets into the car, and the dropped can fills it with a white cloud.;1;1;0;1;0;Z;Dwight
9100039;s09e10;dev;A watch, keys, phone, and tie lie scattered on the floor next to a bag.;0;1;0;0;0;P;
9100040;s09e10;dev;Pam pours beer into a glass in a bar.;1;1;1;1;0;P;Pam
9100041;s09e10;dev;A crowded bar scene with people at the counter with green lamps.;0;1;1;0;0;Z;
1020001;s01e02;test;Michael lightly nudges Jim, who is talking on the phone with a finger stuck in his own ear.;1;1;0;1;0;Z;Michael,Jim
1020002;s01e02;test;Someone crosses out the words with a black marker on paper.;0;1;0;1;0;P;
1020003;s01e02;test;Dwight puts up a shredder while sitting at his desk.;1;1;0;1;0;P;Dwight
1020004;s01e02;test;Focused Dwight puts a bank card through a shredder.;1;1;0;1;1;P;Dwight
1020005;s01e02;test;Jim takes champagne from a bag and hides it in the desk drawer.;1;1;0;1;0;Z;Jim
1020006;s01e02;test;A shot of Kevin sitting at the desk, writing something in a giant book with a big red pencil.;1;1;0;1;0;P;Kevin
1020007;s01e02;test;Jim takes candy from a candy jar at Pam's desk.;1;1;0;1;0;P;Jim,Pam
1020008;s01e02;test;Angela sitting in front of a whiteboard eats a banana.;1;1;0;1;0;P;Angela
1020009;s01e02;test;Michael and another man exit separate rooms at the same time.;1;0;0;1;0;Z;Michael
1020010;s01e02;test;A bored Pam behind the counter rests her head on her hand.;1;0;0;0;1;P;Pam
1020011;s01e02;test;Zoom in on a messy desk with a phone next to cups.;0;1;1;0;0;P;
1020012;s01e02;test;A man with glasses collects cards from other people.;0;1;0;1;0;Z;
1020013;s01e02;test;A man with glasses next to Michael touches his nose with one finger.;1;0;0;1;0;Z;Michael
1020014;s01e02;test;Michael with an upset face sits down on the chair next to the men in glasses.;1;0;0;1;1;Z;Michael
1020015;s01e02;test;People in the room raise their hands in the air at the same time.;0;0;0;1;0;Z;
1020016;s01e02;test;"A whiteboard next to a man has the words written on it: ""Honesty, Empathy, Respect, Open-Minded=hero"".";0;1;0;0;0;P;
1020017;s01e02;test;A Black man with a brown briefcase exits Michael's room in a rush.;1;1;0;1;0;P;Michael
1020018;s01e02;test;Michael laughs while holding a yellow paper in his hand.;1;1;0;0;1;P;Michael
1020019;s01e02;test;Surprised Jim, sitting at a computer, turns his head very fast to look at Michael.;1;0;0;1;1;Z;Jim,Michael
1020020;s01e02;test;Michael tears up the yellow paper in front of people.;1;1;0;1;0;Z;Michael
1020021;s01e02;test;Jim is chewing his pencil, looking to the side.;1;1;0;1;0;P;Jim
1020022;s01e02;test;A shot of a blue screen on the TV in the room.;0;1;0;0;0;P;
1020023;s01e02;test;Michael pushes the off button on a big black TV.;1;1;0;1;0;P;Michael
1020024;s01e02;test;Jim runs out of the room to pick up the phone.;1;1;0;1;0;Z;Jim
1020025;s01e02;test;"Pam puts a card on her forehead with ""Jewish"" written on it.";1;1;0;1;0;P;Pam
1020026;s01e02;test;Jim takes candy from a candy jar next to Ryan, who sits at the desk with headphones on.;1;1;0;1;0;Z;Jim,Ryan
1020027;s01e02;test;Kelly in a colorful dress punches Michael in the face.;1;0;0;1;0;Z;Kelly,Michael
1020028;s01e02;test;A man puts champagne on a desk with a black nameplate on it.;0;1;0;1;0;P;
1020029;s01e02;test;Pam falls asleep putting her head on Jim's shoulder.;1;0;0;1;0;Z;Pam,Jim
1020030;s01e02;test;Pam wakes up with her head on Jim's shoulder.;1;0;0;1;0;Z;Pam,Jim
1020031;s01e02;test;Jim spins around toward Pam, who sits at the reception desk behind him, her eyes wide and mouth open.;1;0;0;1;1;Z;Jim,Pam
1050001;s01e05;test;Darryl walks straight through the warehouse with the cupboard.;1;1;1;1;0;P;Darryl
1050002;s01e05;test;Michael walks up and slams both his hands on the reception desk where Pam sits.;1;0;0;1;0;Z;Michael,Pam
1050003;s01e05;test;Pam flinches, scared by Michael, as she sits at the reception desk.;1;0;0;1;1;Z;Pam,Michael
1050004;s01e05;test;Worried Dwight plays with the toy that he picked up from the desk.;1;1;0;1;1;P;Dwight
1050005;s01e05;test;A wide shot of the warehouse space with a basketball hoop.;0;1;1;0;0;P;
1050006;s01e05;test;Darryl sits and drinks next to boxes wrapped in foil.;1;1;0;1;0;P;Darryl
1050007;s01e05;test;Michael dances and moves his mouth in front of the warehouse employees.;1;0;1;1;0;Z;Michael
1050008;s01e05;test;Jim flips his hair back with an energetic head movement, covering his sore mouth with his hand.;1;0;0;1;0;Z;Jim
1050009;s01e05;test;Dwight throws a black cup in the direction of the bin.;1;1;0;1;0;P;Dwight
1050010;s01e05;test;Kevin throws an empty tissue box into the bin.;1;1;0;1;0;P;Kevin
1050011;s01e05;test;Pam gets hit in the head with paper while sitting at the reception desk.;1;1;0;1;0;P;Pam
